"Georges Friedland (story), Victor Vicas (screenplay), Norman Borisoff (screenplay), Augustus Smith (screenplay)",59 min,"The beautiful Nellie Hill has many admirers but when one of them gets killed all the others are suspected. All this in among some great singing and dancing, some great bands and songs. This...","<a href=""http://http://www.imdb.com/title/tt0276344/"">Murder with Music</a>",Murder with Music,1941,George P. Quigley,https://images-na.ssl-images-amazon.com/images/M/MV5BMTA0MjAwMDQyNTJeQTJeQWpwZ15BbWU3MDY3OTQ3MTM@._V1_SX300.jpg,"Comedy, Crime, Drama",tt0276344,"Bob Howard, Milton Williams, Nellie Hill, George Oliver",N/A
,,,,,,,,,,,
N/A,48 min,"A burlesque stage show at the Follies Theater in Los Angeles, California, featuring the original Hubba-Hubba Girl, Evelyn West.","<a href=""http://http://www.imdb.com/title/tt0147089/"">A Night at the Follies</a>",A Night at the Follies,1947,W. Merle Connell,N/A,Musical,tt0147089,"Evelyn West, Renee Andre, Pat O'Shea, Jack Murray",N/A
,,,,,,,,,,,
"James Oliver Curwood (novel), David Hartford",109 min,A Canadian Mountie allows an innocent fugitive to escape with the women he loves.,"<a href=""http://http://www.imdb.com/title/tt0011513/"">Nomads of the North</a>",Nomads of the North,1920,David Hartford,https://images-na.ssl-images-amazon.com/images/M/MV5BMjAwNTc2ODAwN15BMl5BanBnXkFtZTYwNDQ3MjQ5._V1_SX300.jpg,Drama,tt0011513,"Lon Chaney, Lewis Stone, Melbourne MacDowell, Spottiswoode Aitken",N/A
,,,,,,,,,,,
"Bernard McConville (story), Sherman L. Lowe (screenplay), Joseph F. Poland (screenplay)",57 min,"As the sheriff of a small western town, Autry sings his way into a relationship with Eleanor, a singer from a Chicago nightclub who earlier witnessed a murder.","<a href=""http://http://www.imdb.com/title/tt0028054/"">The Old Corral</a>",The Old Corral,1936,Joseph Kane,https://images-na.ssl-images-amazon.com/images/M/MV5BNzgxNDYzMDc2M15BMl5BanBnXkFtZTcwODI3ODEyMQ@@._V1_SX300.jpg,Western,tt0028054,"Gene Autry, Smiley Burnette, Irene Manning, Sons of the Pioneers",APPROVED
,,,,,,,,,,,
D.W. Griffith (story),128 min,"A young orphan girl, courted by an unpleasant older wealthy man who has a hold over her adoptive mother, falls in love with a young stranger at a party. Odd noises begin to be heard as a ...","<a href=""http://http://www.imdb.com/title/tt0013458/"">One Exciting Night</a>",One Exciting Night,1922,D.W. Griffith,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ1MTM5MDg4NV5BMl5BanBnXkFtZTgwMzU3MjI2MzE@._V1_SX300.jpg,Mystery,tt0013458,"Carol Dempster, Henry Hull, Porter Strong, Morgan Wallace",N/A
,,,,,,,,,,,
"Armyan Bernstein (screenplay), Francis Ford Coppola (screenplay), Armyan Bernstein (story)",107 min,"Hank and Frannie don't seem to be able to live together anymore. After a five-year relationship, lustful and dreamy Fanny leaves down-to-earth Hank on the anniversary of their relationship....","<a href=""http://http://www.imdb.com/title/tt0084445/"">One from the Heart</a>",One from the Heart,1981,Francis Ford Coppola,https://images-na.ssl-images-amazon.com/images/M/MV5BMTk2MDQ4NjAzMV5BMl5BanBnXkFtZTcwMDYwNTQyMQ@@._V1_SX300.jpg,"Drama, Musical, Romance",tt0084445,"Frederic Forrest, Teri Garr, Raul Julia, Nastassja Kinski",R
,,,,,,,,,,,
"Neil Simon (based upon the screenplay by), Marc Lawrence (screenplay)",90 min,"The remake of the 1970 Neil Simon comedy follows the adventures of a couple, Henry and Nancy Clark, vexed by misfortune while in New York City for a job interview.","<a href=""http://http://www.imdb.com/title/tt0129280/"">The Out-of-Towners</a>",The Out-of-Towners,1999,Sam Weisman,https://images-na.ssl-images-amazon.com/images/M/MV5BYjJhOWM3YzMtMzE4Ny00YWE4LWFjZGItYjZkYmRlYTVlMmE5L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Comedy,tt0129280,"Steve Martin, Goldie Hawn, John Cleese, Mark McKinney",PG-13
,,,,,,,,,,,
"Betty Burbridge (screenplay), Betty Burbridge (story), Edmond Kelso (screenplay), William Colt MacDonald (characters)",55 min,"Dude's gang captures Stony and seeing the resemblance, Dude poses as Stony. Wanted for the robberies and murder committed by Dude, a wounded Stony escapes. After Doc Martin fixes him up, ...","<a href=""http://http://www.imdb.com/title/tt0030538/"">Outlaws of Sonora</a>",Outlaws of Sonora,1938,George Sherman,https://images-na.ssl-images-amazon.com/images/M/MV5BMTU3NTcyNzAwMV5BMl5BanBnXkFtZTcwMzkzMzEyMQ@@._V1_SX300.jpg,Western,tt0030538,"Robert Livingston, Ray Corrigan, Max Terhune, Jack Mulhall",APPROVED
,,,,,,,,,,,
"Gary Conway (story), David Engelbach (story), Stirling Silliphant (screenplay), Sylvester Stallone (screenplay)",93 min,Tough trucker Lincoln Hawk is determined to win back his son and triumph at the world arm wrestling championships.,"<a href=""http://http://www.imdb.com/title/tt0093692/"">Over the Top</a>",Over the Top,1987,Menahem Golan,https://images-na.ssl-images-amazon.com/images/M/MV5BNmM1NDRjNGMtY2VjOS00YzYzLWJiYjAtNzlkZmM2MzRiZGRkXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,"Action, Drama, Sport",tt0093692,"Sylvester Stallone, Robert Loggia, Susan Blakely, Rick Zumwalt",PG
,,,,,,,,,,,
"Ham Fisher (comic strip creator), Jack Jevne (screen play), Gertrude Purcell (screen play), Arthur Kober (screen play), Ben Ryan (additional dialogue), Murray Roth (additional dialogue)",86 min,"Knobby discovers young hunk Palooka and trains him to fight the reigning champ, also drunken sot, Al McSwatt.","<a href=""http://http://www.imdb.com/title/tt0025619/"">Palooka</a>",Palooka,1934,Benjamin Stoloff,https://images-na.ssl-images-amazon.com/images/M/MV5BMTgyOTc5MTI1Nl5BMl5BanBnXkFtZTcwMTc2MDc0NQ@@._V1_SX300.jpg,"Comedy, Music",tt0025619,"Jimmy Durante, Lupe Velez, Stuart Erwin, Marjorie Rambeau",UNRATED
,,,,,,,,,,,
"L. Frank Baum (novel), L. Frank Baum (screenplay)",81 min,"Ojo and Unc Nunkie are out of food, so they decide to journey to the Emerald City where they will never starve. Along the way, they meet Mewel, a waif and stray (mule) who leads them to Dr....","<a href=""http://http://www.imdb.com/title/tt0004457/"">The Patchwork Girl of Oz</a>",The Patchwork Girl of Oz,1914,J. Farrell MacDonald,https://images-na.ssl-images-amazon.com/images/M/MV5BMTcyNDExMTUwNV5BMl5BanBnXkFtZTcwOTAyODkxMQ@@._V1_SX300.jpg,"Adventure, Family, Fantasy",tt0004457,"Violet MacMillan, Frank Moore, Raymond Russell, Leontine Dranet",N/A
,,,,,,,,,,,
Adam Mervis,90 min,"A former NCAA champion wrestler, paroled after ten years in prison, agrees to a series of cage fights to save a friend's life and is asked to do the impossible - lose.","<a href=""http://http://www.imdb.com/title/tt1937506/"">The Philly Kid</a>",The Philly Kid,2012,Jason Connery,https://images-na.ssl-images-amazon.com/images/M/MV5BMTc0NjQ3NzU2MF5BMl5BanBnXkFtZTcwNDgxNzY2Nw@@._V1_SX300.jpg,"Action, Drama, Sport",tt1937506,"Wes Chatham, Devon Sawa, Sarah Butler, Neal McDonough",R
